
Date;Time;Serial no.;Vmeasure0;Imeasure0;Vmeasure1;Imeasure1;Vmeasure2;Imeasure2;Vmeasure3;Imeasure3;Vmeasure4;Imeasure4;Vmeasure5;Imeasure5;Vmeasure6;Imeasure6;Vmeasure7;Imeasure7;Temperature
2015-06-17;11:41:31.187;720510;1,800;1.17549e-38;0.187974;3.34738e-09;0.160025;2.87551e-09;0.17957;4.00083e-09;1,800.02;1.17549e-38;0.0480033;3.24985e-09;1,800.01;1.17549e-38;0.227846;3.97919e-09;31.0
2015-06-17;11:41:31.792;720510;1,800;1.17549e-38;0.187974;3.34634e-09;0.160025;2.87815e-09;0.17957;4.00249e-09;1,800.02;1.17549e-38;0.0480033;3.25039e-09;1,800.01;1.17549e-38;0.227846;3.98038e-09;31.0
2015-06-17;11:41:32.405;720510;1,800;1.17549e-38;0.187974;3.34497e-09;0.160025;2.87927e-09;0.17957;4.00216e-09;1,800.02;1.17549e-38;0.0480033;3.25105e-09;1,800.01;1.17549e-38;0.227846;3.98056e-09;31.0
2015-06-17;11:41:33.006;720510;1,800;1.17549e-38;0.187974;3.34565e-09;0.160025;2.87995e-09;0.17957;4.00087e-09;1,800.02;1.17549e-38;0.0480033;3.24965e-09;1,800.01;1.17549e-38;0.227846;3.97964e-09;31.0
2015-06-17;11:41:33.622;720510;1,800;1.17549e-38;0.187974;3.34523e-09;0.160025;2.88205e-09;0.17957;4.00017e-09;1,800.02;1.17549e-38;0.0480033;3.2498e-09;1,800.01;1.17549e-38;0.227846;3.9802e-09;31.0
2015-06-17;11:41:34.235;720510;1,800;1.17549e-38;0.187974;3.34499e-09;0.160025;2.88209e-09;0.17957;4.00034e-09;1,800.02;1.17549e-38;0.0480033;3.25077e-09;1,800.01;1.17549e-38;0.227846;3.97873e-09;31.0
2015-06-17;11:41:35.129;720510;1,800;1.17549e-38;0.187974;3.3453e-09;0.160025;2.8826e-09;0.17957;4.00028e-09;1,800.02;1.17549e-38;0.0480033;3.25023e-09;1,800.01;1.17549e-38;0.227846;3.97808e-09;31.0
2015-06-17;11:41:35.638;720510;1,800;1.17549e-38;0.187974;3.34522e-09;0.160025;2.88352e-09;0.17957;4.00128e-09;1,800.01;1.17549e-38;0.0480033;3.2499e-09;1,800.01;1.17549e-38;0.227846;3.97814e-09;31.0
2015-06-17;11:41:36.295;720510;1,800;1.17549e-38;0.187974;3.34673e-09;0.160025;2.88439e-09;0.17957;4.00224e-09;1,800.02;1.17549e-38;0.0480033;3.24862e-09;1,800.01;1.17549e-38;0.227846;3.97826e-09;31.0
2015-06-17;11:41:36.865;720510;1,800;1.17549e-38;0.187974;3.34741e-09;0.160025;2.85667e-09;0.17957;4.00387e-09;1,800.01;1.17549e-38;0.0480033;3.24936e-09;1,800.01;1.17549e-38;0.227846;3.97774e-09;31.0
2015-06-17;11:41:37.467;720510;1,800;1.17549e-38;0.187974;3.3479e-09;0.160025;2.68927e-09;0.17957;4.0049e-09;1,800.01;1.17549e-38;0.0480033;3.24762e-09;1,800.01;1.17549e-38;0.227846;3.97795e-09;31.0
2015-06-17;11:41:38.084;720510;1,800;1.17549e-38;0.187974;3.34869e-09;0.160025;2.53696e-09;0.17957;4.00366e-09;1,800.01;1.17549e-38;0.0480033;3.24864e-09;1,800.01;1.17549e-38;0.227846;3.97761e-09;31.0
2015-06-17;11:41:38.682;720510;1,800;1.17549e-38;0.187974;3.34986e-09;0.160025;2.39838e-09;0.17957;4.00396e-09;1,800.01;1.17549e-38;0.0480033;3.24947e-09;1,800.01;1.17549e-38;0.227846;3.97879e-09;31.0
2015-06-17;11:41:39.303;720510;1,800;1.17549e-38;0.187974;3.35006e-09;0.160025;2.2723e-09;0.17957;4.00526e-09;1,800.01;1.17549e-38;0.0480033;3.24794e-09;1,800.01;1.17549e-38;0.227846;3.97945e-09;31.0
2015-06-17;11:41:39.903;720510;1,800;1.17549e-38;0.187974;3.34995e-09;0.160025;2.17596e-09;0.17957;4.00339e-09;1,800.01;1.17549e-38;0.0480033;3.24889e-09;1,800.01;1.17549e-38;0.227846;3.97914e-09;31.0
2015-06-17;11:41:40.828;720510;1,800;1.17549e-38;0.187974;3.34985e-09;0.160025;2.00461e-09;0.17957;4.00526e-09;1,800.01;1.17549e-38;0.0480033;3.24909e-09;1,800.01;1.17549e-38;0.227846;3.97992e-09;31.0
2015-06-17;11:41:41.955;720510;1,800;1.17549e-38;0.187974;3.34929e-09;0.160025;1.84482e-09;0.17957;4.00407e-09;1,800.01;1.17549e-38;0.0480033;3.24906e-09;1,800.01;1.17549e-38;0.227846;3.97838e-09;31.0
2015-06-17;11:41:42.546;720510;1,800;1.17549e-38;0.187974;3.35096e-09;0.160025;1.76865e-09;0.17957;4.00573e-09;1,800.01;1.17549e-38;0.0480033;3.2507e-09;1,800.01;1.17549e-38;0.227846;3.98039e-09;31.0
2015-06-17;11:41:43.144;720510;1,800;1.17549e-38;0.187974;3.35184e-09;0.160025;1.69934e-09;0.17957;4.00493e-09;1,800.01;1.17549e-38;0.0480033;3.24904e-09;1,800.01;1.17549e-38;0.227846;3.97986e-09;31.0
2015-06-17;11:41:43.757;720510;1,800;1.17549e-38;0.187974;3.34891e-09;0.160025;1.63629e-09;0.17957;4.00374e-09;1,800.01;1.17549e-38;0.0480033;3.24926e-09;1,800.01;1.17549e-38;0.227846;3.97809e-09;31.0
