
Date;Time;Serial no.;Vmeasure0;Imeasure0;Vmeasure1;Imeasure1;Vmeasure2;Imeasure2;Vmeasure3;Imeasure3;Vmeasure4;Imeasure4;Vmeasure5;Imeasure5;Vmeasure6;Imeasure6;Vmeasure7;Imeasure7;Temperature
2015-06-17;11:31:21.352;720510;1,600;1.17549e-38;0.187974;3.34935e-09;0.160027;1.17549e-38;0.17957;4.01545e-09;1,600;1.17549e-38;0.0480033;3.22607e-09;1,600;1.17549e-38;0.227846;3.93342e-09;31.0
2015-06-17;11:31:21.951;720510;1,600;1.17549e-38;0.187974;3.34873e-09;0.160027;1.07968e-12;0.17957;4.01478e-09;1,600;1.17549e-38;0.0480033;3.22508e-09;1,600;1.17549e-38;0.227846;3.93346e-09;31.0
2015-06-17;11:31:22.557;720510;1,600;1.17549e-38;0.187974;3.35063e-09;0.160026;8.51005e-13;0.17957;4.0145e-09;1,600;1.17549e-38;0.0480033;3.22484e-09;1,600;1.17549e-38;0.227846;3.93328e-09;31.0
2015-06-17;11:31:23.165;720510;1,600;1.17549e-38;0.187974;3.35109e-09;0.160026;7.67471e-12;0.17957;4.01345e-09;1,600;1.17549e-38;0.0480033;3.22447e-09;1,600;1.17549e-38;0.227846;3.93272e-09;31.0
2015-06-17;11:31:24.145;720510;1,600;1.17549e-38;0.187974;3.35029e-09;0.160026;1.98057e-11;0.17957;4.01429e-09;1,600;1.17549e-38;0.0480033;3.22429e-09;1,600;1.17549e-38;0.227846;3.93066e-09;31.0
2015-06-17;11:31:25.260;720510;1,600;1.17549e-38;0.187974;3.3502e-09;0.160026;3.767e-11;0.17957;4.01291e-09;1,600;1.17549e-38;0.0480033;3.22312e-09;1,600;1.17549e-38;0.227846;3.92946e-09;31.0
2015-06-17;11:31:25.802;720510;1,600;1.17549e-38;0.187974;3.35241e-09;0.160026;4.62682e-11;0.17957;4.01101e-09;1,600;1.17549e-38;0.0480033;3.22336e-09;1,600;1.17549e-38;0.227846;3.92822e-09;31.0
2015-06-17;11:31:26.423;720510;1,600;1.17549e-38;0.187974;3.35094e-09;0.160026;6.1799e-11;0.17957;4.00992e-09;1,600;1.17549e-38;0.0480033;3.22319e-09;1,600;1.17549e-38;0.227846;3.92899e-09;31.0
2015-06-17;11:31:27.019;720510;1,600;1.17549e-38;0.187974;3.35222e-09;0.160026;7.29068e-11;0.17957;4.00946e-09;1,600;1.17549e-38;0.0480033;3.22348e-09;1,600;1.17549e-38;0.227846;3.92878e-09;31.0
2015-06-17;11:31:27.637;720510;1,600;1.17549e-38;0.187974;3.35161e-09;0.160026;8.78945e-11;0.17957;4.00983e-09;1,600;1.17549e-38;0.0480033;3.22247e-09;1,600;1.17549e-38;0.227846;3.92886e-09;31.0
2015-06-17;11:31:28.237;720510;1,600;1.17549e-38;0.187974;3.35231e-09;0.160025;1.0598e-10;0.17957;4.00926e-09;1,600;1.17549e-38;0.0480033;3.22403e-09;1,600;1.17549e-38;0.227846;3.92953e-09;31.0
2015-06-17;11:31:28.852;720510;1,600;1.17549e-38;0.187974;3.35269e-09;0.160025;1.23854e-10;0.17957;4.00812e-09;1,600;1.17549e-38;0.0480033;3.22429e-09;1,600;1.17549e-38;0.227846;3.9285e-09;31.0
2015-06-17;11:31:29.813;720510;1,600;1.17549e-38;0.187974;3.35235e-09;0.160025;1.47625e-10;0.17957;4.00905e-09;1,600;1.17549e-38;0.0480033;3.22125e-09;1,600;1.17549e-38;0.227846;3.92857e-09;31.0
2015-06-17;11:31:30.930;720510;1,600;1.17549e-38;0.187974;3.35221e-09;0.160025;1.82298e-10;0.17957;4.00686e-09;1,600;1.17549e-38;0.0480033;3.22069e-09;1,600;1.17549e-38;0.227846;3.92951e-09;31.0
2015-06-17;11:31:31.488;720510;1,600.54;2.83426e-08;0.187974;3.3517e-09;0.160025;1.9593e-10;0.17957;4.00711e-09;1,600;1.17549e-38;0.0480033;3.22303e-09;1,600;1.17549e-38;0.227846;3.92931e-09;31.0
2015-06-17;11:31:32.090;720510;1,601.85;2.82886e-08;0.187974;3.35048e-09;0.160025;2.0786e-10;0.17957;4.00642e-09;1,600;1.17549e-38;0.0480033;3.22104e-09;1,600;1.17549e-38;0.227846;3.92896e-09;31.0
2015-06-17;11:31:32.696;720510;1,602.8;2.8234e-08;0.187974;3.35204e-09;0.160025;2.28737e-10;0.17957;4.00573e-09;1,600;1.17549e-38;0.0480033;3.22046e-09;1,600;1.17549e-38;0.227846;3.92845e-09;31.0
2015-06-17;11:31:33.312;720510;1,604.28;2.81625e-08;0.187974;3.35295e-09;0.160025;2.47598e-10;0.17957;4.00522e-09;1,600;1.17549e-38;0.0480033;3.22172e-09;1,600;1.17549e-38;0.227846;3.92912e-09;31.0
2015-06-17;11:31:33.914;720510;1,605.4;2.81087e-08;0.187974;3.35293e-09;0.160025;2.642e-10;0.17957;4.00485e-09;1,600.01;1.17549e-38;0.0480033;3.22151e-09;1,600;1.17549e-38;0.227846;3.92766e-09;31.0
2015-06-17;11:31:34.531;720510;1,606.71;2.80461e-08;0.187974;3.35236e-09;0.160025;2.79077e-10;0.17957;4.00366e-09;1,600.01;1.17549e-38;0.0480033;3.22131e-09;1,600;1.17549e-38;0.227846;3.92832e-09;31.0
2015-06-17;11:31:35.451;720510;1,608.41;2.79643e-08;0.187974;3.35201e-09;0.160025;3.07451e-10;0.17957;4.0032e-09;1,600.01;1.17549e-38;0.0480033;3.21845e-09;1,600;1.17549e-38;0.227846;3.92858e-09;31.0
