Date;Time;Serial no.;Vmeasure6;Imeasure6;Temperature,
2015-06-09;17:05:56.896;720510;279.94;7.27401e-07;31.0,
2015-06-09;17:05:57.101;720510;285.558;7.18389e-07;31.0,
2015-06-09;17:05:57.312;720510;289.139;7.15216e-07;31.0,
2015-06-09;17:05:57.966;720510;302.299;7.16681e-07;31.0,
2015-06-09;17:05:58.109;720510;305.894;7.09719e-07;31.0,
2015-06-09;17:05:58.767;720510;317.064;7.08226e-07;31.0,
2015-06-09;17:05:58.926;720510;320.655;7.00201e-07;31.0,
2015-06-09;17:05:59.127;720510;324.654;7.04976e-07;31.0,
2015-06-09;17:05:59.331;720510;330.266;7.10752e-07;31.0,
2015-06-09;17:05:59.533;720510;333.871;7.11522e-07;31.0,
2015-06-09;17:05:59.738;720510;337.479;7.07439e-07;31.0,
2015-06-09;17:05:59.939;720510;341.479;7.06377e-07;31.0,
2015-06-09;17:06:00.149;720510;345.088;7.05175e-07;31.0,
2015-06-09;17:06:00.344;720510;350.699;7.01092e-07;31.0,
2015-06-09;17:06:00.546;720510;354.287;6.93052e-07;31.0,
2015-06-09;17:06:00.759;720510;358.27;6.95794e-07;31.0,
2015-06-09;17:06:00.956;720510;361.864;6.97704e-07;31.0,
2015-06-09;17:06:01.156;720510;365.453;6.98475e-07;31.0,
2015-06-09;17:06:01.369;720510;369.442;6.94378e-07;31.0,
2015-06-09;17:06:01.562;720510;375.032;6.89311e-07;31.0,
2015-06-09;17:06:01.775;720510;378.622;6.96982e-07;31.0,
2015-06-09;17:06:01.971;720510;382.211;6.85014e-07;31.0,
2015-06-09;17:06:02.171;720510;386.189;6.86909e-07;31.0,
2015-06-09;17:06:02.379;720510;389.797;6.88665e-07;31.0,
2015-06-09;17:06:02.575;720510;393.409;6.90498e-07;31.0,
2015-06-09;17:06:02.788;720510;399.019;6.84428e-07;31.0,
2015-06-09;17:06:02.990;720510;403.03;6.85198e-07;31.0,
2015-06-09;17:06:03.649;720510;415.846;6.76879e-07;31.0,
2015-06-09;17:06:03.787;720510;417.828;6.75755e-07;31.0,
2015-06-09;17:06:04.453;720510;431.008;6.64404e-07;31.0,
2015-06-09;17:06:04.606;720510;434.611;6.66313e-07;31.0,
2015-06-09;17:06:04.807;720510;438.207;6.64126e-07;31.0,
2015-06-09;17:06:05.009;720510;443.802;6.62987e-07;31.0,
2015-06-09;17:06:05.216;720510;447.801;6.66791e-07;31.0,
2015-06-09;17:06:05.426;720510;451.387;6.71505e-07;31.0,
2015-06-09;17:06:05.619;720510;454.996;6.63541e-07;31.0,
2015-06-09;17:06:05.822;720510;458.989;6.59382e-07;31.0,
2015-06-09;17:06:06.025;720510;462.596;6.59243e-07;31.0,
2015-06-09;17:06:06.238;720510;468.21;6.57133e-07;31.0,
2015-06-09;17:06:06.428;720510;471.819;6.53959e-07;31.0,
2015-06-09;17:06:06.637;720510;475.818;6.53882e-07;31.0,
2015-06-09;17:06:06.835;720510;479.428;6.48814e-07;31.0,
2015-06-09;17:06:07.044;720510;483.011;6.42684e-07;31.0,
2015-06-09;17:06:07.251;720510;488.596;6.45488e-07;31.0,
2015-06-09;17:06:07.454;720510;492.587;6.46335e-07;31.0,
2015-06-09;17:06:07.648;720510;494.188;6.49154e-07;31.0,
2015-06-09;17:06:07.857;720510;499.774;6.45057e-07;31.0,
2015-06-09;17:06:08.054;720510;503.76;6.43856e-07;31.0,
2015-06-09;17:06:08.265;720510;507.356;6.43718e-07;31.0,
2015-06-09;17:06:08.466;720510;512.941;6.36663e-07;31.0,
2015-06-09;17:06:08.662;720510;516.925;6.35539e-07;31.0,
2015-06-09;17:06:09.311;720510;529.74;6.30101e-07;31.0,
2015-06-09;17:06:09.470;720510;531.739;6.33906e-07;31.0,
2015-06-09;17:06:10.108;720510;544.923;6.2354e-07;31.0,
2015-06-09;17:06:10.292;720510;548.512;6.1952e-07;31.0,
2015-06-09;17:06:10.494;720510;552.493;6.14376e-07;31.0,
2015-06-09;17:06:10.690;720510;556.089;6.2311e-07;31.0,
2015-06-09;17:06:10.892;720510;561.685;6.19998e-07;31.0,
2015-06-09;17:06:11.104;720510;565.67;6.17888e-07;31.0,
2015-06-09;17:06:11.299;720510;567.271;6.04934e-07;31.0,
2015-06-09;17:06:11.507;720510;572.863;6.12667e-07;31.0,
2015-06-09;17:06:11.703;720510;576.836;6.07523e-07;31.0,
2015-06-09;17:06:11.905;720510;580.435;6.10342e-07;31.0,
2015-06-09;17:06:12.116;720510;586.045;6.09217e-07;31.0,
2015-06-09;17:06:12.314;720510;588.047;6.06105e-07;31.0,
2015-06-09;17:06:12.514;720510;593.646;6.04981e-07;31.0,
2015-06-09;17:06:12.726;720510;597.253;6.05751e-07;31.0,
2015-06-09;17:06:12.917;720510;600.863;6.02654e-07;31.0,
2015-06-09;17:06:13.122;720510;606.468;5.99543e-07;31.0,
2015-06-09;17:06:13.334;720510;608.464;5.98418e-07;31.0,
2015-06-09;17:06:13.526;720510;612.048;5.91379e-07;31.0,
2015-06-09;17:06:13.733;720510;617.653;5.90239e-07;31.0,
2015-06-09;17:06:13.934;720510;621.647;5.9791e-07;31.0,
2015-06-09;17:06:14.148;720510;625.251;5.86927e-07;31.0,
2015-06-09;17:06:14.340;720510;629.245;5.94737e-07;31.0,
2015-06-09;17:06:14.979;720510;642.026;5.79442e-07;31.0,
2015-06-09;17:06:15.146;720510;646.016;5.80213e-07;31.0,
2015-06-09;17:06:15.779;720510;657.234;5.80766e-07;31.0,
2015-06-09;17:06:15.960;720510;662.851;5.76684e-07;31.0,
2015-06-09;17:06:16.174;720510;666.456;5.71615e-07;31.0,
2015-06-09;17:06:16.367;720510;670.06;5.68442e-07;31.0,
2015-06-09;17:06:16.574;720510;674.042;5.66394e-07;31.0,
2015-06-09;17:06:16.771;720510;677.628;5.72094e-07;31.0,
2015-06-09;17:06:16.985;720510;683.206;5.63083e-07;31.0,
2015-06-09;17:06:17.177;720510;686.796;5.60958e-07;31.0,
2015-06-09;17:06:17.388;720510;690.779;5.63701e-07;31.0,
2015-06-09;17:06:17.593;720510;694.37;5.61667e-07;31.0,
2015-06-09;17:06:17.797;720510;697.96;5.53566e-07;31.0,
2015-06-09;17:06:17.993;720510;701.948;5.5637e-07;31.0,
2015-06-09;17:06:18.204;720510;707.528;5.62147e-07;31.0,
2015-06-09;17:06:18.401;720510;711.13;5.52135e-07;31.0,
2015-06-09;17:06:18.604;720510;713.131;5.56925e-07;31.0,
2015-06-09;17:06:18.800;720510;718.735;5.50871e-07;31.0,
2015-06-09;17:06:19.002;720510;722.346;5.48683e-07;31.0,
2015-06-09;17:06:19.214;720510;726.345;5.51487e-07;31.0,
2015-06-09;17:06:19.412;720510;731.953;5.43461e-07;31.0,
2015-06-09;17:06:19.620;720510;735.563;5.44231e-07;31.0,
2015-06-09;17:06:19.814;720510;739.144;5.46126e-07;31.0,
2015-06-09;17:06:20.623;720510;743.127;5.42523e-07;31.0,
2015-06-09;17:06:21.428;720510;771.047;5.39906e-07;31.0,
2015-06-09;17:06:21.640;720510;776.649;5.23994e-07;31.0,
2015-06-09;17:06:21.842;720510;778.65;5.27784e-07;31.0,
2015-06-09;17:06:22.055;720510;782.26;5.32574e-07;31.0,
2015-06-09;17:06:22.254;720510;787.87;5.22576e-07;31.0,
2015-06-09;17:06:22.450;720510;791.489;5.27289e-07;31.0,
2015-06-09;17:06:22.663;720510;795.478;5.24178e-07;31.0,
2015-06-09;17:06:22.856;720510;799.088;5.16214e-07;31.0,
2015-06-09;17:06:23.061;720510;803.054;5.16985e-07;31.0,
2015-06-09;17:06:23.266;720510;808.633;5.19804e-07;31.0,
2015-06-09;17:06:23.463;720510;812.228;5.14737e-07;31.0,
2015-06-09;17:06:23.674;720510;815.822;5.11564e-07;31.0,
2015-06-09;17:06:23.879;720510;819.8;5.08454e-07;31.0,
2015-06-09;17:06:24.071;720510;823.388;5.1423e-07;31.0,
2015-06-09;17:06:24.275;720510;826.987;5.05219e-07;31.0,
2015-06-09;17:06:24.477;720510;832.557;5.06052e-07;31.0,
2015-06-09;17:06:24.691;720510;836.542;5.09857e-07;31.0,
2015-06-09;17:06:24.886;720510;840.145;5.06684e-07;31.0,
2015-06-09;17:06:25.089;720510;845.745;5.06545e-07;31.0,
2015-06-09;17:06:25.293;720510;847.744;5.03434e-07;31.0,
2015-06-09;17:06:25.494;720510;851.357;5.03295e-07;31.0,
2015-06-09;17:06:26.281;720510;868.12;4.91881e-07;31.0,
2015-06-09;17:06:27.087;720510;882.879;4.88279e-07;31.0,
2015-06-09;17:06:27.328;720510;888.846;4.81148e-07;31.0,
2015-06-09;17:06:27.530;720510;892.44;4.87001e-07;31.0,
2015-06-09;17:06:27.723;720510;896.028;4.80872e-07;31.0,
2015-06-09;17:06:27.928;720510;901.617;4.78747e-07;31.0,
2015-06-09;17:06:28.139;720510;905.617;4.88466e-07;31.0,
2015-06-09;17:06:28.333;720510;909.219;4.87264e-07;31.0,
2015-06-09;17:06:28.541;720510;912.831;4.78315e-07;31.0,
2015-06-09;17:06:28.747;720510;916.822;4.71198e-07;31.0,
2015-06-09;17:06:28.940;720510;920.433;4.78946e-07;31.0,
2015-06-09;17:06:29.146;720510;926.034;4.74863e-07;31.0,
2015-06-09;17:06:29.350;720510;929.614;4.66762e-07;31.0,
2015-06-09;17:06:29.557;720510;933.587;4.63652e-07;31.0,
2015-06-09;17:06:29.762;720510;937.185;4.65561e-07;31.0,
2015-06-09;17:06:29.966;720510;940.782;4.65346e-07;31.0,
2015-06-09;17:06:30.167;720510;946.372;4.69136e-07;31.0,
2015-06-09;17:06:30.364;720510;950.343;4.71955e-07;31.0,
2015-06-09;17:06:30.563;720510;951.95;4.62944e-07;31.0,
2015-06-09;17:06:30.770;720510;957.533;4.66734e-07;31.0,
2015-06-09;17:06:30.968;720510;961.503;4.65534e-07;31.0,
2015-06-09;17:06:31.170;720510;965.118;4.62437e-07;31.0,
2015-06-09;17:06:31.949;720510;981.953;4.61851e-07;31.0,
2015-06-09;17:06:32.758;720510;997.129;4.57261e-07;31.0,
2015-06-09;17:06:32.792;720510;999.122;4.57261e-07;31.0,
2015-06-09;17:06:32.999;720510;1,000.73;4.51207e-07;31.0,
2015-06-09;17:06:33.198;720510;1,006.3;4.5204e-07;31.0,
2015-06-09;17:06:33.401;720510;1,010.29;4.5281e-07;31.0,
2015-06-09;17:06:33.606;720510;1,013.9;4.45771e-07;31.0,
2015-06-09;17:06:33.809;720510;1,019.49;4.45617e-07;31.0,
2015-06-09;17:06:34.020;720510;1,023.47;4.37515e-07;31.0,
2015-06-09;17:06:34.211;720510;1,025.06;4.39426e-07;31.0,
2015-06-09;17:06:34.427;720510;1,030.67;4.44201e-07;31.0,
2015-06-09;17:06:34.626;720510;1,034.66;4.40042e-07;31.0,
2015-06-09;17:06:34.820;720510;1,038.27;4.46803e-07;31.0,
2015-06-09;17:06:35.026;720510;1,041.89;4.3582e-07;31.0,
2015-06-09;17:06:35.236;720510;1,045.88;4.35666e-07;31.0,
2015-06-09;17:06:35.440;720510;1,051.49;4.42428e-07;31.0,
2015-06-09;17:06:35.641;720510;1,055.1;4.37359e-07;31.0,
2015-06-09;17:06:35.842;720510;1,058.68;4.34187e-07;31.0,
2015-06-09;17:06:36.036;720510;1,062.66;4.24175e-07;31.0,
2015-06-09;17:06:36.251;720510;1,068.25;4.31923e-07;31.0,
2015-06-09;17:06:36.438;720510;1,069.86;4.32771e-07;31.0,
2015-06-09;17:06:36.649;720510;1,075.45;4.2966e-07;31.0,
2015-06-09;17:06:36.858;720510;1,079.44;4.28458e-07;31.0,
2015-06-09;17:06:37.639;720510;1,094.24;4.17044e-07;31.0,
2015-06-09;17:06:37.679;720510;1,094.24;4.17044e-07;31.0,
2015-06-09;17:06:38.426;720510;1,111.06;4.17444e-07;31.0,
2015-06-09;17:06:38.478;720510;1,113.06;4.17382e-07;31.0,
2015-06-09;17:06:38.682;720510;1,115.06;4.18214e-07;31.0,
2015-06-09;17:06:38.888;720510;1,118.68;4.22018e-07;31.0,
2015-06-09;17:06:39.081;720510;1,124.25;4.26809e-07;31.0,
2015-06-09;17:06:39.287;720510;1,127.85;4.12792e-07;31.0,
2015-06-09;17:06:39.497;720510;1,131.84;4.11653e-07;31.0,
2015-06-09;17:06:39.694;720510;1,135.43;4.11591e-07;31.0,
2015-06-09;17:06:39.888;720510;1,139.03;4.09404e-07;31.0,
2015-06-09;17:06:40.095;720510;1,144.63;4.06293e-07;31.0,
2015-06-09;17:06:40.307;720510;1,148.61;4.13055e-07;31.0,
2015-06-09;17:06:40.502;720510;1,152.2;4.1284e-07;31.0,
2015-06-09;17:06:40.706;720510;1,157.8;4.02843e-07;31.0,
2015-06-09;17:06:40.908;720510;1,159.8;4.07618e-07;31.0,
2015-06-09;17:06:41.113;720510;1,163.41;4.1438e-07;31.0,
2015-06-09;17:06:41.317;720510;1,169.03;4.03381e-07;31.0,
2015-06-09;17:06:41.523;720510;1,173.02;4.09157e-07;31.0,
2015-06-09;17:06:41.718;720510;1,176.63;4.05984e-07;31.0,
2015-06-09;17:06:41.920;720510;1,180.25;4.04921e-07;31.0,
2015-06-09;17:06:42.124;720510;1,184.22;4.00762e-07;31.0,
2015-06-09;17:06:42.327;720510;1,187.81;3.94709e-07;31.0,
2015-06-09;17:06:42.537;720510;1,193.39;3.96542e-07;31.0,
2015-06-09;17:06:43.282;720510;1,206.53;3.9103e-07;31.0,
2015-06-09;17:06:43.957;720510;1,221.29;3.98348e-07;31.0,
2015-06-09;17:06:44.150;720510;1,224.91;3.89399e-07;31.0,
2015-06-09;17:06:44.364;720510;1,228.9;3.91155e-07;31.0,
2015-06-09;17:06:44.557;720510;1,232.51;3.92001e-07;31.0,
2015-06-09;17:06:44.769;720510;1,238.12;3.88905e-07;31.0,
2015-06-09;17:06:44.965;720510;1,241.74;3.88751e-07;31.0,
2015-06-09;17:06:45.176;720510;1,245.72;3.88535e-07;31.0,
2015-06-09;17:06:45.368;720510;1,249.31;3.88472e-07;31.0,
2015-06-09;17:06:45.569;720510;1,252.91;3.88258e-07;31.0,
2015-06-09;17:06:45.771;720510;1,256.89;3.88105e-07;31.0,
2015-06-09;17:06:45.983;720510;1,262.47;3.87966e-07;31.0,
2015-06-09;17:06:46.187;720510;1,266.06;3.87751e-07;31.0,
2015-06-09;17:06:46.378;720510;1,269.67;3.87674e-07;31.0,
2015-06-09;17:06:46.586;720510;1,273.65;3.87536e-07;31.0,
2015-06-09;17:06:46.789;720510;1,277.24;3.87321e-07;31.0,
2015-06-09;17:06:46.997;720510;1,282.83;3.87183e-07;31.0,
2015-06-09;17:06:47.199;720510;1,286.83;3.87028e-07;31.0,
2015-06-09;17:06:47.403;720510;1,290.44;3.86812e-07;31.0,
2015-06-09;17:06:47.601;720510;1,294.06;3.86735e-07;31.0,
2015-06-09;17:06:47.795;720510;1,298.06;3.86519e-07;31.0,
2015-06-09;17:06:48.013;720510;1,301.67;3.8638e-07;31.0,
2015-06-09;17:06:48.214;720510;1,307.27;3.8624e-07;31.0,
2015-06-09;17:06:48.930;720510;1,320.44;3.85657e-07;31.0,
2015-06-09;17:06:49.018;720510;1,322.06;3.85594e-07;31.0,
2015-06-09;17:06:49.737;720510;1,337.19;3.85088e-07;31.0,
2015-06-09;17:06:49.830;720510;1,338.8;3.85011e-07;31.0,
2015-06-09;17:06:50.040;720510;1,342.77;3.84873e-07;31.0,
2015-06-09;17:06:50.243;720510;1,346.35;3.84659e-07;31.0,
2015-06-09;17:06:50.433;720510;1,349.96;3.8452e-07;31.0,
2015-06-09;17:06:50.639;720510;1,355.55;3.84366e-07;31.0,
2015-06-09;17:06:50.853;720510;1,357.55;3.84227e-07;31.0,
2015-06-09;17:06:51.052;720510;1,363.16;3.84073e-07;31.0,
2015-06-09;17:06:51.259;720510;1,367.14;3.83858e-07;31.0,
2015-06-09;17:06:51.460;720510;1,370.75;3.83719e-07;31.0,
2015-06-09;17:06:51.656;720510;1,376.33;3.8358e-07;31.0,
2015-06-09;17:06:51.855;720510;1,378.32;3.83427e-07;31.0,
2015-06-09;17:06:52.058;720510;1,381.92;3.83289e-07;31.0,
2015-06-09;17:06:52.272;720510;1,387.5;3.8315e-07;31.0,
2015-06-09;17:06:52.466;720510;1,391.1;3.82935e-07;31.0,
2015-06-09;17:06:52.669;720510;1,395.08;3.82782e-07;31.0,
2015-06-09;17:06:52.877;720510;1,400.67;3.82643e-07;31.0,
2015-06-09;17:06:53.081;720510;1,402.27;3.82504e-07;31.0,
2015-06-09;17:06:53.275;720510;1,407.85;3.82351e-07;31.0,
2015-06-09;17:06:53.480;720510;1,411.83;3.82213e-07;31.0,
2015-06-09;17:06:53.683;720510;1,415.45;3.81997e-07;31.0,
2015-06-09;17:06:53.885;720510;1,421.05;3.81858e-07;31.0,
2015-06-09;17:06:54.589;720510;1,432.67;3.81334e-07;31.0,
2015-06-09;17:06:54.696;720510;1,436.27;3.81272e-07;31.0,
2015-06-09;17:06:55.397;720510;1,449.45;3.80687e-07;31.0,
2015-06-09;17:06:55.508;720510;1,451.44;3.80611e-07;31.0,
2015-06-09;17:06:55.722;720510;1,457.03;3.80472e-07;31.0,
2015-06-09;17:06:55.922;720510;1,460.64;3.80333e-07;31.0,
2015-06-09;17:06:56.126;720510;1,464.25;3.80117e-07;31.0,
2015-06-09;17:06:56.319;720510;1,468.23;3.8004e-07;31.0,
2015-06-09;17:06:56.521;720510;1,471.82;3.79826e-07;31.0,
2015-06-09;17:06:56.736;720510;1,475.41;3.79687e-07;31.0,
2015-06-09;17:06:56.937;720510;1,481.01;3.79534e-07;31.0,
2015-06-09;17:06:57.137;720510;1,484.99;3.79318e-07;31.0,
2015-06-09;17:06:57.334;720510;1,488.59;3.79179e-07;31.0,
2015-06-09;17:06:57.535;720510;1,492.58;3.79102e-07;31.0,
2015-06-09;17:06:57.741;720510;1,496.18;3.78887e-07;31.0,
2015-06-09;17:06:57.948;720510;1,500.2;3.78751e-07;31.0,
2015-06-09;17:06:58.152;720510;1,500.25;3.78729e-07;31.0,
2015-06-09;17:06:58.344;720510;1,500.25;3.7873e-07;31.0,
2015-06-09;17:06:58.549;720510;1,500.26;3.7873e-07;31.0,
2015-06-09;17:06:58.752;720510;1,500.26;3.7873e-07;31.0,
2015-06-09;17:06:58.964;720510;1,500.28;3.78729e-07;31.0,
2015-06-09;17:06:59.157;720510;1,500.27;3.78728e-07;31.0,
2015-06-09;17:06:59.373;720510;1,500.27;3.78729e-07;31.0,
2015-06-09;17:06:59.572;720510;1,500.29;3.7873e-07;31.0,
2015-06-09;17:07:00.240;720510;1,500.29;3.7873e-07;31.0,
2015-06-09;17:07:00.373;720510;1,500.27;3.78729e-07;31.0,
2015-06-09;17:07:01.049;720510;1,500.29;3.78729e-07;31.0,
2015-06-09;17:07:01.195;720510;1,500.31;3.78729e-07;31.0,
2015-06-09;17:07:01.397;720510;1,500.28;3.78729e-07;31.0,
2015-06-09;17:07:01.590;720510;1,500.27;3.78729e-07;31.0,
2015-06-09;17:07:01.795;720510;1,500.27;3.78729e-07;31.0,
2015-06-09;17:07:02.001;720510;1,500.28;1.11612e-08;31.0,
2015-06-09;17:07:02.208;720510;1,500.29;1.30805e-08;31.0,
2015-06-09;17:07:02.403;720510;1,500.29;8.57083e-09;31.0,
2015-06-09;17:07:02.617;720510;1,500.27;9.38989e-09;31.0,
2015-06-09;17:07:02.806;720510;1,500.29;9.02477e-09;31.0,
2015-06-09;17:07:03.021;720510;1,500.29;8.80267e-09;31.0,
2015-06-09;17:07:03.214;720510;1,500.28;8.51661e-09;31.0,
2015-06-09;17:07:03.415;720510;1,500.28;7.1795e-09;31.0,
2015-06-09;17:07:03.619;720510;1,500.3;7.49031e-09;31.0,
2015-06-09;17:07:03.823;720510;1,500.28;7.8955e-09;31.0,
2015-06-09;17:07:04.026;720510;1,500.3;7.86681e-09;31.0,
2015-06-09;17:07:04.237;720510;1,500.31;7.79756e-09;31.0,
2015-06-09;17:07:04.431;720510;1,500.28;7.7741e-09;31.0,
2015-06-09;17:07:04.645;720510;1,500.31;7.73554e-09;31.0,
2015-06-09;17:07:04.835;720510;1,500.31;7.68541e-09;31.0,
2015-06-09;17:07:05.038;720510;1,500.28;7.68541e-09;31.0,
2015-06-09;17:07:05.252;720510;1,500.28;7.65862e-09;31.0,
2015-06-09;17:07:05.901;720510;1,500.28;7.5783e-09;31.0,
2015-06-09;17:07:06.055;720510;1,500.28;7.55172e-09;31.0,
2015-06-09;17:07:06.722;720510;1,500.3;3.90324e-09;31.0,
2015-06-09;17:07:06.865;720510;1,500.29;4.47065e-09;31.0,
2015-06-09;17:07:07.077;720510;1,500.3;4.04138e-09;31.0,
2015-06-09;17:07:07.278;720510;1,500.3;3.97718e-09;31.0,
2015-06-09;17:07:07.472;720510;1,500.3;4.49038e-09;31.0,
2015-06-09;17:07:07.679;720510;1,500.3;3.49365e-09;31.0,
2015-06-09;17:07:07.877;720510;1,500.32;4.25835e-09;31.0,
2015-06-09;17:07:08.091;720510;1,500.29;4.25059e-09;31.0,
2015-06-09;17:07:08.292;720510;1,500.29;4.21441e-09;31.0,
2015-06-09;17:07:08.486;720510;1,500.3;4.2218e-09;31.0,
2015-06-09;17:07:08.690;720510;1,500.3;4.21604e-09;31.0,
2015-06-09;17:07:08.893;720510;1,500.29;4.176e-09;31.0,
