Date;Time;Serial no.;Vmeasure6;Imeasure6;Temperature,
2015-06-09;17:07:09.095;720510;1,500.29;4.16796e-09;31.0,
2015-06-09;17:07:09.307;720510;1,500.29;4.12832e-09;31.0,
2015-06-09;17:07:09.503;720510;1,500.3;4.11077e-09;31.0,
2015-06-09;17:07:09.712;720510;1,500.3;4.10441e-09;31.0,
2015-06-09;17:07:09.907;720510;1,500.29;4.09764e-09;31.0,
2015-06-09;17:07:10.109;720510;1,500.29;4.04695e-09;31.0,
2015-06-09;17:07:10.321;720510;1,500.3;4.04695e-09;31.0,
2015-06-09;17:07:10.508;720510;1,500.29;4.00486e-09;31.0,
2015-06-09;17:07:10.716;720510;1,500.28;3.98184e-09;31.0,
2015-06-09;17:07:10.929;720510;1,500.3;3.94861e-09;31.0,
2015-06-09;17:07:11.577;720510;1,500.12;3.88463e-09;31.0,
2015-06-09;17:07:12.271;720510;1,500.01;7.47445e-11;31.0,
2015-06-09;17:07:12.345;720510;1,500;1.01055e-10;31.0,
2015-06-09;17:07:12.552;720510;1,500;1.29345e-10;31.0,
2015-06-09;17:07:12.745;720510;1,500;1.47865e-10;31.0,
2015-06-09;17:07:12.960;720510;1,500.03;1.98494e-10;31.0,
2015-06-09;17:07:13.157;720510;1,500.01;2.37664e-10;31.0,
2015-06-09;17:07:13.356;720510;1,500;2.54414e-10;31.0,
2015-06-09;17:07:13.557;720510;1,500;2.96024e-10;31.0,
2015-06-09;17:07:13.761;720510;1,500.01;3.44861e-10;31.0,
2015-06-09;17:07:13.964;720510;1,500;3.82006e-10;31.0,
2015-06-09;17:07:14.167;720510;1,500.02;4.32116e-10;31.0,
2015-06-09;17:07:14.375;720510;1,500;4.72044e-10;31.0,
2015-06-09;17:07:14.570;720510;1,500.01;5.18898e-10;31.0,
2015-06-09;17:07:14.778;720510;1,500.01;5.64172e-10;31.0,
2015-06-09;17:07:14.982;720510;1,500.01;6.01272e-10;31.0,
2015-06-09;17:07:15.186;720510;1,500;6.14224e-10;31.0,
2015-06-09;17:07:15.391;720510;1,500.02;6.37034e-10;31.0,
2015-06-09;17:07:15.583;720510;1,500.02;6.56553e-10;31.0,
2015-06-09;17:07:15.797;720510;1,500;6.59589e-10;31.0,
2015-06-09;17:07:15.993;720510;1,500;6.84247e-10;31.0,
2015-06-09;17:07:16.197;720510;1,500;7.14745e-10;31.0,
2015-06-09;17:07:16.406;720510;1,500.01;7.2088e-10;31.0,
2015-06-09;17:07:16.600;720510;1,500.01;7.30427e-10;31.0,
2015-06-09;17:07:17.255;720510;1,500;7.56256e-10;31.0,
2015-06-09;17:07:17.406;720510;1,500.02;7.56256e-10;31.0,
2015-06-09;17:07:18.070;720510;1,500.01;6.13294e-11;31.0,
2015-06-09;17:07:18.221;720510;1,500.01;8.6957e-11;31.0,
2015-06-09;17:07:18.429;720510;1,500.02;1.08559e-10;31.0,
2015-06-09;17:07:18.633;720510;1,500.01;2.03859e-11;31.0,
2015-06-09;17:07:18.840;720510;1,500.03;6.25863e-11;31.0,
2015-06-09;17:07:19.031;720510;1,500.03;8.78645e-11;31.0,
2015-06-09;17:07:19.240;720510;1,500.01;1.37539e-11;31.0,
2015-06-09;17:07:19.448;720510;1,500.01;2.65176e-11;31.0,
2015-06-09;17:07:19.640;720510;1,500.02;5.04949e-11;31.0,
2015-06-09;17:07:19.855;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:20.055;720510;1,500.02;3.31183e-11;31.0,
2015-06-09;17:07:20.259;720510;1,500.01;4.48911e-11;31.0,
2015-06-09;17:07:20.453;720510;1,500.02;7.43871e-11;31.0,
2015-06-09;17:07:20.656;720510;1,500.03;9.25309e-11;31.0,
2015-06-09;17:07:20.860;720510;1,500.03;1.23417e-10;31.0,
2015-06-09;17:07:21.059;720510;1,500.01;1.26948e-10;31.0,
2015-06-09;17:07:21.264;720510;1,500.01;1.40122e-10;31.0,
2015-06-09;17:07:21.476;720510;1,500.01;1.48322e-10;31.0,
2015-06-09;17:07:21.677;720510;1,500.03;1.57338e-10;31.0,
2015-06-09;17:07:21.877;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:22.072;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:22.272;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:22.901;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:23.084;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:23.704;720510;1,500.04;1.17549e-38;31.0,
2015-06-09;17:07:23.899;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:24.103;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:24.315;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:24.509;720510;1,500.03;1.17549e-38;31.0,
2015-06-09;17:07:24.714;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:24.921;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:25.117;720510;1,500.02;1.6511e-12;31.0,
2015-06-09;17:07:25.320;720510;1,500.02;2.27561e-12;31.0,
2015-06-09;17:07:25.531;720510;1,500.01;6.89139e-12;31.0,
2015-06-09;17:07:25.725;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:25.937;720510;1,500.01;1.17549e-38;31.0,
2015-06-09;17:07:26.135;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:26.332;720510;1,500.01;2.61277e-13;31.0,
2015-06-09;17:07:26.546;720510;1,500.02;1.26699e-12;31.0,
2015-06-09;17:07:26.740;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:26.943;720510;1,500.02;1.32165e-11;31.0,
2015-06-09;17:07:27.155;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:27.346;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:27.550;720510;1,500.02;2.88433e-12;31.0,
2015-06-09;17:07:27.754;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:28.565;720510;1,500.02;3.03833e-12;31.0,
2015-06-09;17:07:29.372;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:29.587;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:29.781;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:29.983;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:30.196;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:30.393;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:30.602;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:30.794;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:31.008;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:31.199;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:31.415;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:31.608;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:31.808;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:32.011;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:32.223;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:32.428;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:32.630;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:32.825;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:33.026;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:33.233;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:33.432;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:34.209;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:34.241;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:35.024;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:35.255;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:35.462;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:35.669;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:35.864;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:36.071;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:36.271;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:36.482;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:36.685;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:36.878;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:37.092;720510;1,500.02;2.0374e-12;31.0,
2015-06-09;17:07:37.283;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:37.483;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:37.700;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:37.893;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:38.106;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:38.300;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:38.499;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:38.706;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:38.909;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:39.120;720510;1,500.02;1.17549e-38;31.0,
2015-06-09;17:07:39.865;720510;1,500.02;1.17549e-38;31.0,
